t,U
0.01109,-1.49204558
0.01110,0.21418221
0.01111,0.43509250
0.01112,-1.28875196
0.01113,-1.37219280
0.01114,0.35830573
0.01115,0.30374648
0.01116,-1.42240118
0.01117,-1.23018881
0.01118,0.48063071
0.01119,0.15198757
0.01120,-1.53262402
0.01121,-1.06964009
0.01122,0.57805045
0.01123,-0.01632997
0.01124,-1.61662113
0.01125,-0.89462412
0.01126,0.64809077
0.01127,-0.19693136
0.01128,-1.67225924
0.01129,-0.70958583
0.01130,0.68897284
0.01131,-0.38522983
0.01132,-1.69812529
0.01133,-0.51922464
0.01134,0.69965837
0.01135,-0.57644314
0.01136,-1.69356235
0.01137,-0.32837521
0.01138,0.67987598
0.01139,-0.76571501
0.01140,-1.65868631
0.01141,-0.14188456
0.01142,0.63012809
0.01143,-0.94823847
0.01144,-1.59438293
0.01145,0.03551098
0.01146,0.55167815
0.01147,-1.11937795
0.01148,-1.50228532
0.01149,0.19930605
0.01150,0.44651856
0.01151,-1.27478698
0.01152,-1.38473251
0.01153,0.34534074
0.01154,0.31732009
0.01155,-1.41051863
0.01156,-1.24471000
0.01157,0.46990616
0.01158,0.16736401
0.01159,-1.52312568
0.01160,-1.08577397
0.01161,0.56983872
0.01162,0.00045877
0.01163,-1.60974824
0.01164,-0.91196095
0.01165,0.64260041
0.01166,-0.17915670
0.01167,-1.66818634
0.01168,-0.72768528
0.01169,0.68634330
0.01170,-0.36692068
0.01171,-1.69695582
0.01172,-0.53762705
0.01173,0.69995642
0.01174,-0.55806450
0.01175,-1.69532602
0.01176,-0.34661320
0.01177,0.68309406
0.01178,-0.74773364
0.01179,-1.66333832
0.01180,-0.15949495
0.01181,0.63618446
0.01182,-0.93111106
0.01183,-1.60180514
0.01184,0.01897545
0.01185,0.56041900
0.01186,-1.10353947
0.01187,-1.51228922
0.01188,0.18426534
0.01189,0.45772190
0.01190,-1.26063969
0.01191,-1.39706404
0.01192,0.33217683
0.01193,0.33070138
0.01194,-1.39842183
0.01195,-1.25905596
0.01196,0.45895339
0.01197,0.18258341
0.01198,-1.51338659
0.01199,-1.10177003
0.01200,0.56137526
